INSERT INTO Gioco(ID_Gioco, CF_Giocatore, Importo, Vincita , Data_Giocata ,Numero_Scommesso, Colore_Scommesso  ) VALUES 
( "EMB7SMHBOM" ,  TLNYEGIAXYAA8UGJ ,  " " ),
( "XFN1DERPVE" ,  "Starshine" ,  4360.57 ,  56601.23 ,  "QYIEDTD61PYWY1B3"),
( "KORR3DBV6N" ,  "Crystal Casino" ,  3951.17 ,  82025.63 ,  "MFZ6HKQKJ7G9Y793"),
( "B24L0QE9EK" ,  "Sunset Sands" ,  4273.4 ,  92728.52 ,  "JVPXU0X5Y9GGLQS4"),
( "8WIRZ5XW0N" ,  "Golden Palace" ,  1023.22 ,  70438.3 ,  "8IUUNZ9OK334BV7N"),
( "LY563QYUL3" ,  "Ocean Jewel" ,  1893.18 ,  90400.16 ,  "IQH6X58MJYDXRGJC"),
( "Q18U8BE93F" ,  "Emerald Isle" ,  2107.59 ,  20219.87 ,  "CL0NI3YFPAIUWH7E"),
( "EVHXW5FMP9" ,  "Treasure Cove" ,  2659.71 ,  28211.44 ,  "BX41383KFBDM82QS"),
( "GWI1Y6DPFO" ,  "Mystic Oasis" ,  4696.67 ,  29575.91 ,  "UH9LZUSZUFM1YECW"),
( "17FOWK8QVW" ,  "Fortune Plaza" ,  4462.1 ,  81710.67 ,  "LIWTH1AHGYDJASYC"),
( "WEJZQCZ08D" ,  "Golden Palace" ,  531.23 ,  83826.67 ,  "LYPA01TOJ2VWRQMX"),
( "JGZ1HATIG9" ,  "Dreamland Casino" ,  4727.11 ,  16488.8 ,  "187I5CH7860O9YMZ"),
( "3BB00A2JWK" ,  "Mystic Mirage" ,  2326.79 ,  4665.34 ,  "R3RBJATNUTJ4D55X"),
( "LAQPYEU5WF" ,  "Crystal Casino" ,  2651.37 ,  59528.89 ,  "LVP1I83NS93IHIJF"),
( "91Z4SYYSO1" ,  "Crystal Peak" ,  4011.1 ,  46696.15 ,  "4GPVS1J4MD9D8TQ7"),
( "092IPZO501" ,  "Mystic Oasis" ,  2575.74 ,  72446.95 ,  "1C6VH26Y08RWP4F4"),
( "C5XB1G0IMR" ,  "Royal Dice" ,  4818.04 ,  18159.05 ,  "PBJSRW7T3PVS08DZ"),
( "Y166RISZ4Y" ,  "Golden Arrow" ,  74.71 ,  81399.97 ,  "BJM6ESWBJ0FU383G"),
( "KXM9AQHBJN" ,  "Mystic Mirage" ,  2484.53 ,  61982.6 ,  "FYXP2JGVL57XT0BH"),
( "5UJMNI0PCR" ,  "Crystal Peak" ,  81.77 ,  77483.63 ,  "BBC95UVGIGD5MZUL"),
( "2TVBOQUJ1Q" ,  "Blue Horizon" ,  4167.33 ,  4370.61 ,  "RPRY0NE49Y533BTZ"),
( "979CANW54A" ,  "Ocean Jewel" ,  2150.57 ,  70041.69 ,  "Z59B8YYWW6C0OBB6"),
( "7YS7C2GCBV" ,  "Mystic Oasis" ,  1086.92 ,  36146.16 ,  "3WYJH94O0CH309YI"),
( "A2UHESCJY7" ,  "Mystic Oasis" ,  4096.14 ,  38325.44 ,  "9RCJ2WNRXLGOE4RG"),
( "LJ0TN36ENW" ,  "Jade Palace" ,  3220.93 ,  94255.55 ,  "VK2SGEFJH1RT0V2P"),
( "QLOIFSESH8" ,  "Wild West" ,  10.88 ,  48157.08 ,  "POQYEO1ARZT6OHRX"),
( "694U39KO47" ,  "Golden Arrow" ,  1371.07 ,  5682.31 ,  "NUGFHXBOXSUMU5HS"),
( "UI3R36WBAI" ,  "Vegas Mirage" ,  4554.85 ,  99680.53 ,  "T8AGWBSGVQN2FV7N"),
( "RR2KQLOXW0" ,  "Treasure Island" ,  2581.74 ,  71575.06 ,  "H0T43WT4077NZRO1"),
( "E0DM0HB3J7" ,  "Crystal Casino" ,  4948.85 ,  59819.5 ,  "IQH6X58MJYDXRGJC"),
( "08NGYMYX7P" ,  "Lucky Star" ,  3098.21 ,  47026.63 ,  "LYPA01TOJ2VWRQMX"),
( "19KFZETJ07" ,  "Sunset Sands" ,  3717.04 ,  96329.14 ,  "NYVXZY3LEARPUT27"),
( "F8Y74JUWGY" ,  "Moonlit Magic" ,  3317.55 ,  83341.57 ,  "YCX6X6NDN8850K5H"),
( "M3X18LU7LY" ,  "Skyline Gaming" ,  629.22 ,  48127.75 ,  "94E6T3A1LJKRBAOQ"),
( "FTKQ3ZPGP2" ,  "Crystal Cove" ,  3526.47 ,  34191.27 ,  "B5F2LZLGB7VQ1OBR"),
( "G0TR0KP8ID" ,  "Silver Stream" ,  3073.33 ,  44590.13 ,  "FGU7EBGWH2D15VYW"),
( "C6LU0L1UEZ" ,  "Starlight Casino" ,  3350.34 ,  30373.79 ,  "RN7USGDO12SG40UP"),
( "IPRQ4YI8RI" ,  "Moonlit Magic" ,  2779.9 ,  18335.68 ,  "RN7USGDO12SG40UP"),
( "Y4NX2H4D09" ,  "Vegas Lights" ,  4556.05 ,  89224.65 ,  "CIC81RV5U91D4TTN"),
( "CB2DE131K9" ,  "Emerald Isle" ,  982.47 ,  50078.81 ,  "GIZD2XONJO0WOVOW"),
( "G889ZJ1PWH" ,  "Sapphire Sky" ,  4687.62 ,  96766.56 ,  "YIE66HFMP9584GRW"),
( "P3IIC8TW61" ,  "Moonlit Magic" ,  3259.9 ,  23948.93 ,  "YIE66HFMP9584GRW"),
( "W9IO1VMPYT" ,  "Diamond Edge" ,  2030.45 ,  75710.62 ,  "GIZD2XONJO0WOVOW"),
( "KLQKV01J8V" ,  "Emerald Casino" ,  3682.2 ,  98631.74 ,  "2KDZX69SAS8XOZRP"),
( "P93B7SMAXR" ,  "Silver Stream" ,  3926.25 ,  25475.88 ,  "PHABFXZOP35B4CI3"),
( "OVAK763BPV" ,  "Sunrise Casino" ,  3681.42 ,  95378.77 ,  "IXA8PKZULFB26JPH"),
( "XH5PKRNMP1" ,  "Desert Oasis" ,  11.64 ,  34458.5 ,  "H0T43WT4077NZRO1"),
( "1MDRWUZO73" ,  "Golden Gate" ,  1366.65 ,  17589.36 ,  "OGTIETKDDQYSZAGI"),
( "GNVIY8EF9E" ,  "Neon Dreams" ,  3072.67 ,  3986.92 ,  "PP5HEGIDDAR9GDNS"),
( "JROY0BQ74I" ,  "Treasure Island" ,  1981.29 ,  88541.36 ,  "AWX0E7EA3XIK0WHF"),
( "WVEZYO0LZS" ,  "Crystal Peak" ,  4955.74 ,  84258.74 ,  "PHABFXZOP35B4CI3"),
( "U8AURP98RO" ,  "Sunset Strip" ,  4708.16 ,  78439.71 ,  "C09KREM57P264FN1");



INSERT INTO Gioco(ID_Gioco, Puntata_Minima, Casino) VALUES 
( "EMB7SMHBOM" ,  9 ,  "Starshine" ),
( "64O7PUQY9I" ,  5 ,  "Azure Sands" ),
( "6SNM6LCIKS" ,  9 ,  "Golden Arrow" ),
( "UJ6E2AV08B" ,  2 ,  "Emerald Casino" ),
( "OYEYCT9X6H" ,  7 ,  "Lucky Spin Casino" ),
( "WD3GQ4TMLY" ,  2 ,  "Lucky Clover" ),
( "IAHFIFJ94T" ,  10 ,  "Crystal Peak" ),
( "W7KFBK7SY8" ,  2 ,  "Vegas Lights" ),
( "AXUCJO3C7N" ,  10 ,  "Sunset Sands" ),
( "3VZT380D09" ,  4 ,  "Fortune Plaza" ),
( "ETDAMFBVCZ" ,  4 ,  "Crystal Cove" ),
( "XGLNJULDO4" ,  5 ,  "Emerald Isle" ),
( "KAF67EQZMN" ,  6 ,  "Wild West" ),
( "O6EACZH93K" ,  8 ,  "Wild West" ),
( "NBG2GGBH0O" ,  6 ,  "Vegas Mirage" ),
( "UFEYMU1WA6" ,  7 ,  "Blue Horizon" ),
( "P2TNE21UA7" ,  10 ,  "Sunrise Casino" ),
( "NVQEB4VXXH" ,  6 ,  "Mystic Oasis" ),
( "SYJSWPRHZX" ,  5 ,  "Skyline Gaming" ),
( "YW3PTXWEQ7" ,  7 ,  "Jade Palace" ),
( "RB0KK1C4L7" ,  7 ,  "Treasure Cove" ),
( "BDACO0KA0Z" ,  9 ,  "Crimson Casino" ),
( "R0WH9ZFG47" ,  6 ,  "Sunset Sands" ),
( "WHFDQNZW4W" ,  8 ,  "Treasure Island" ),
( "39OQ3PAPHX" ,  1 ,  "Silver Stream" ),
( "M4FQ0XUV0Y" ,  3 ,  "Skyline Gaming" ),
( "KEO1UXV5OR" ,  4 ,  "Wild West" ),
( "HJ8MZT3X4L" ,  2 ,  "Silver Sands" ),
( "EDS69E677P" ,  3 ,  "Starshine" ),
( "W2NVX3ZRYX" ,  10 ,  "Starlight Casino" ),
( "APB2VSZFFM" ,  4 ,  "Wild West" ),
( "0I7XQOUWBR" ,  8 ,  "Crimson Casino" ),
( "FSGP4G9O4F" ,  8 ,  "Starlight Casino" ),
( "9JT1XP2MJB" ,  4 ,  "Wild West" ),
( "GJK64F5FH7" ,  8 ,  "Starlight Casino" ),
( "AN0SHK0ERY" ,  9 ,  "Moonlit Cove" ),
( "MLD16Z2KUB" ,  8 ,  "Mystic Oasis" ),
( "9HQC8YL0W7" ,  1 ,  "Emerald Star" ),
( "KT3ALOO0Y1" ,  9 ,  "Royal Flush" ),
( "972I81BSW5" ,  2 ,  "Mystic Oasis" ),
( "ESRP59O1UE" ,  7 ,  "Pearl Bay" ),
( "7XLBL7IVUU" ,  3 ,  "Pearl Bay" ),
( "20YDULNZM4" ,  4 ,  "Ruby Ridge" ),
( "SRFTJ9QSFM" ,  7 ,  "Azure Sands" ),
( "11G5I0JAXR" ,  7 ,  "Golden Gate" ),
( "QXI64NIXQ0" ,  7 ,  "Ruby Ridge" ),
( "38TJNRE5AB" ,  10 ,  "Crystal Casino" ),
( "ZE4MKYLFQY" ,  5 ,  "Starshine" ),
( "FR9HGKKU8W" ,  1 ,  "Skyline Gaming" ),
( "FVYSQTQJAD" ,  2 ,  "Sunrise Casino" ),
( "UDHNW16CZ9" ,  6 ,  "Moonlit Magic" ),
( "C3S0PXDH18" ,  9 ,  "Lucky Charm" ),
( "0ZQLQO6NTS" ,  1 ,  "Wild West" ),
( "VRFNEIKNAD" ,  8 ,  "Diamond Edge" ),
( "CP2WE95QVJ" ,  4 ,  "Palm Grove" ),
( "XJOYZKSQR4" ,  4 ,  "Sunset Strip" ),
( "HV70YIURD0" ,  8 ,  "Golden Arrow" ),
( "6KK9MELU1Q" ,  9 ,  "Royal Flush" ),
( "M8MO2RSTN1" ,  4 ,  "Rainbow Resort" ),
( "PXPJSH6DIP" ,  9 ,  "Lucky Charm" ),
( "8PQC1Z5YOU" ,  7 ,  "Wild West" ),
( "CRKG66YK4F" ,  3 ,  "Golden Gate" ),
( "2R5X8JS8HF" ,  8 ,  "Golden Arrow" ),
( "5H427UH4RR" ,  8 ,  "Vegas Mirage" ),
( "B4F5OI5078" ,  9 ,  "Neon Dreams" ),
( "EHV2ZWIIII" ,  9 ,  "Ruby Ridge" ),
( "I1BLZCTA7W" ,  4 ,  "Pearl Bay" ),
( "AIMBND1C42" ,  5 ,  "Golden Palace" ),
( "UAARVAK5T8" ,  5 ,  "Jade Palace" ),
( "41U3HBXGLE" ,  6 ,  "Ocean Jewel" ),
( "6C4YESNPWO" ,  6 ,  "Diamond Edge" ),
( "M99FCHUCYU" ,  10 ,  "Crystal Casino" ),
( "HPMFMAFW04" ,  8 ,  "Dreamland Casino" ),
( "3ITV5UV0FV" ,  1 ,  "Ocean Jewel" ),
( "9RPLTGK9GD" ,  9 ,  "Vegas Lights" ),
( "NOXX36AZ44" ,  2 ,  "Emerald Isle" ),
( "PY90065LJ9" ,  10 ,  "Golden Gate" ),
( "G49H3MFLZJ" ,  7 ,  "Silver Sands" ),
( "X113MLWP5O" ,  9 ,  "Crystal Casino" ),
( "T2F8Q8LXQ9" ,  7 ,  "Lucky Charm" ),
( "GO211KMTPV" ,  7 ,  "Azure Sands" ),
( "G3LP8KD40P" ,  3 ,  "Lucky Star" ),
( "P1EKNW0OFA" ,  5 ,  "Azure Sands" ),
( "WQBSEID5PK" ,  8 ,  "Lucky Spin Casino" ),
( "G0M1FKV6VS" ,  9 ,  "Diamond Edge" ),
( "IJ3C54LHU9" ,  6 ,  "Golden Arrow" ),
( "I0RWE0YW2F" ,  9 ,  "Crystal Casino" ),
( "KZ7N56RQPR" ,  9 ,  "Treasure Island" ),
( "ARB33P1SSK" ,  9 ,  "Rainbow Resort" ),
( "EQTJ34601W" ,  10 ,  "Crimson Casino" ),
( "N773BOLUWV" ,  3 ,  "Sunset Strip" ),
( "G9MPZ7NH9H" ,  4 ,  "Emerald Star" ),
( "U5GJSM11MW" ,  3 ,  "Fortune Plaza" ),
( "3CSYBYYD8V" ,  7 ,  "Lucky Spin Casino" ),
( "BLWIDVEQ6J" ,  8 ,  "Crown Jewel" ),
( "N1RYIGU2O5" ,  2 ,  "Wild West" ),
( "NFQPSS96ZL" ,  1 ,  "Rainbow Resort" ),
( "MFG8SS0D90" ,  10 ,  "Lucky Charm" ),
( "V50VOEUO3S" ,  10 ,  "Desert Oasis" ),
( "NT4X9DCG12" ,  5 ,  "Silver Stream" ),
( "1JYTKCDWYR" ,  6 ,  "Silver Sands" ),
( "786WNRR8YD" ,  3 ,  "Sapphire Sky" ),
( "A5DQMB2CQW" ,  5 ,  "Treasure Cove" ),
( "3D8RXVRL4A" ,  1 ,  "Emerald Star" ),
( "T72891RTM6" ,  5 ,  "Skyline Gaming" ),
( "DX94K86K8T" ,  9 ,  "Vegas Lights" ),
( "48652ULYHT" ,  6 ,  "Treasure Cove" ),
( "5KMBZ15KYR" ,  6 ,  "Silver Sands" ),
( "ZCEA2EZNM7" ,  10 ,  "Mystic Oasis" ),
( "6K1OFZSDRB" ,  4 ,  "Moonlit Cove" ),
( "2LLZACFK57" ,  4 ,  "Silver Stream" ),
( "8JHK4ZQNLE" ,  9 ,  "Crystal Casino" ),
( "W9HPGQL19G" ,  8 ,  "Lucky Spin Casino" ),
( "OUE45ID51E" ,  4 ,  "Golden Gate" ),
( "MCK3KVDL11" ,  5 ,  "Golden Palace" ),
( "4ODALM8QE7" ,  10 ,  "Neon Nights" ),
( "N44H6N65Z7" ,  8 ,  "Crimson Casino" ),
( "3PF6QKM4OP" ,  9 ,  "Mystic Oasis" ),
( "654XVRLPAT" ,  4 ,  "Mystic Mirage" ),
( "JJF4GFVB1M" ,  10 ,  "Desert Oasis" ),
( "D554HE9POX" ,  4 ,  "Lucky Clover" ),
( "6VAH1D1Y2O" ,  4 ,  "Golden Palace" ),
( "N80T6QAK1J" ,  7 ,  "Starlight Casino" ),
( "SPX8W4MPXQ" ,  3 ,  "Emerald Isle" ),
( "K2IIAPI0Y2" ,  5 ,  "Lucky Charm" ),
( "3H9RTW0YZ6" ,  5 ,  "Treasure Island" ),
( "CK2A05DTT2" ,  9 ,  "Emerald Isle" ),
( "67UOEBBOPH" ,  6 ,  "Starlight Casino" ),
( "D14LFVN4DN" ,  1 ,  "Royal Flush" ),
( "3URYU87D94" ,  2 ,  "Sunrise Casino" ),
( "ANJCGAYKK5" ,  8 ,  "Treasure Cove" ),
( "VG5V61MG1D" ,  8 ,  "Starlight Casino" ),
( "0D9ZZQMY3T" ,  3 ,  "Jade Palace" ),
( "6QTH9WTSC3" ,  4 ,  "Lucky Spin Casino" ),
( "T3RJ5ESOLW" ,  5 ,  "Vegas Lights" ),
( "E6G1KDWDDU" ,  1 ,  "Wild West" ),
( "PBWDNUUGVV" ,  5 ,  "Desert Oasis" ),
( "6MLTN17RVR" ,  6 ,  "Emerald Star" ),
( "OIXJX3ABOG" ,  1 ,  "Sunrise Casino" ),
( "3RHYG542FZ" ,  2 ,  "Golden Gate" ),
( "NPOZHI2ZLY" ,  2 ,  "Crystal Cove" ),
( "XE8WD7ZAYZ" ,  8 ,  "Red Lantern" ),
( "OW7KBZ7H9R" ,  7 ,  "Jade Palace" ),
( "MHH4B7DZTV" ,  4 ,  "Sunset Strip" ),
( "6CXOJFTLIP" ,  2 ,  "Blue Horizon" ),
( "GUDAM5MTXG" ,  1 ,  "Jade Palace" ),
( "WO1O7MVSSO" ,  1 ,  "Lucky Spin Casino" ),
( "ASE58DBYU2" ,  9 ,  "Neon Dreams" ),
( "VJBF2XUDR6" ,  4 ,  "Golden Gate" ),
( "C9GMCTQWOQ" ,  8 ,  "Neon Dreams" ),
( "GFLCPNT95U" ,  7 ,  "Palm Grove" ),
( "5JFRKXFI0C" ,  1 ,  "Sunset Sands" ),
( "7I3FXR5EAQ" ,  3 ,  "Fortune Plaza" ),
( "B8W55P8ZZC" ,  2 ,  "Ruby Ridge" ),
( "Y6V5GAGRGL" ,  5 ,  "Vegas Lights" ),
( "FNQ6HBTOWS" ,  4 ,  "Golden Gate" ),
( "XVB84DP2RH" ,  6 ,  "Desert Oasis" ),
( "X69Z21UG3L" ,  2 ,  "Azure Sands" ),
( "7J3C4DIN16" ,  1 ,  "Mystic Oasis" ),
( "UYAAD31ALO" ,  6 ,  "Diamond Edge" ),
( "6C83N9PO1P" ,  5 ,  "Silver Sands" ),
( "YIBW5CJHRD" ,  7 ,  "Azure Sands" ),
( "DB1P62GCUD" ,  5 ,  "Neon Nights" ),
( "1GYI39BNYG" ,  1 ,  "Golden Arrow" ),
( "MEKUPJZ58I" ,  4 ,  "Starshine" ),
( "O2Z6B4P1TY" ,  4 ,  "Red Lantern" ),
( "318AWYD27G" ,  5 ,  "Rainbow Resort" ),
( "1EY7WVSN6J" ,  8 ,  "Moonlit Cove" ),
( "FOQSPLGPU3" ,  5 ,  "Starshine" ),
( "WZR1N0FR7N" ,  7 ,  "Ocean Jewel" ),
( "0IXPH10CXP" ,  10 ,  "Blue Horizon" ),
( "N7UR0AT9EK" ,  7 ,  "Blue Horizon" ),
( "DO5E0HB36L" ,  9 ,  "Azure Sands" ),
( "G8245G8040" ,  3 ,  "Starlight Casino" ),
( "8IAQIB1V08" ,  6 ,  "Royal Dice" ),
( "037CBDU5WS" ,  9 ,  "Desert Oasis" ),
( "LQ6S84RKQL" ,  6 ,  "Rainbow Resort" ),
( "UMW83AQSJX" ,  7 ,  "Jade Palace" ),
( "470K0M5J91" ,  3 ,  "Silver Stream" ),
( "6Z07GFEFJJ" ,  8 ,  "Ocean Jewel" ),
( "1Y6YF6YZ7P" ,  5 ,  "Silver Stream" ),
( "24FKVXPDIX" ,  5 ,  "Golden Arrow" ),
( "VB9FPMVTED" ,  4 ,  "Sunset Plaza" ),
( "TNOQ66UTQ0" ,  6 ,  "Royal Flush" ),
( "1MMVXUHW9C" ,  1 ,  "Vegas Lights" ),
( "LDQSG8RZZ2" ,  5 ,  "Treasure Island" ),
( "PJTGBMVLZI" ,  8 ,  "Mystic Oasis" ),
( "4S7ELB9F6S" ,  4 ,  "Desert Oasis" ),
( "J9B3HJJR2N" ,  4 ,  "Sunset Sands" ),
( "F4UJN5INM8" ,  7 ,  "Azure Sands" ),
( "8K2HDKX80R" ,  8 ,  "Crystal Cove" ),
( "93OM659MTO" ,  10 ,  "Neon Dreams" ),
( "AIZ4WC5SNS" ,  7 ,  "Treasure Island" ),
( "2D42BVTEXD" ,  1 ,  "Wild West" ),
( "UU3EYT6B5W" ,  7 ,  "Lucky Star" ),
( "Y72K9RZZ51" ,  10 ,  "Starlight Casino" ),
( "Y2EPMYKF00" ,  5 ,  "Pearl Bay" ),
( "YIVK8Q6CDS" ,  5 ,  "Lucky Spin Casino" ),
( "HXZ6XBBEG8" ,  2 ,  "Golden Gate" ),
( "8D0SBMRMUR" ,  6 ,  "Starshine" ),
( "ATIZEGCXMD" ,  1 ,  "Vegas Mirage" ),
( "9B60NEGCQM" ,  3 ,  "Crystal Casino" ),
( "HTBTXEYIU8" ,  1 ,  "Crown Jewel" ),
( "AUZK939RCJ" ,  9 ,  "Sunset Strip" ),
( "3XKJZNV28T" ,  1 ,  "Silver Sands" ),
( "5AUP6WESJU" ,  4 ,  "Royal Dice" ),
( "ESZE2ZOHR9" ,  6 ,  "Treasure Island" ),
( "YXTYU7YUAP" ,  1 ,  "Crown Jewel" ),
( "0OFRXK2FEZ" ,  6 ,  "Skyline Gaming" ),
( "JAMVGRWL4X" ,  5 ,  "Rainbow Resort" ),
( "1DL8TVS7QA" ,  6 ,  "Golden Palace" ),
( "XJN0MOOVKR" ,  6 ,  "Dreamland Casino" ),
( "35QZ88LFPP" ,  5 ,  "Emerald Isle" ),
( "MER5A8580T" ,  1 ,  "Starshine" ),
( "JWSKRZOA3U" ,  2 ,  "Wild West" ),
( "Y65G83HP7M" ,  6 ,  "Emerald Casino" ),
( "V4OCIAJTH3" ,  1 ,  "Emerald Star" ),
( "43ML212RRX" ,  9 ,  "Mystic Oasis" ),
( "R72JI5TS1I" ,  4 ,  "Dreamland Casino" ),
( "9QOHEK2E6J" ,  1 ,  "Golden Arrow" ),
( "W37XMU23ZC" ,  1 ,  "Desert Oasis" ),
( "3AZGHS7CYQ" ,  3 ,  "Emerald Star" ),
( "JFQXS3XYRE" ,  1 ,  "Lucky Star" ),
( "UR6T6O2UOC" ,  8 ,  "Lucky Star" ),
( "WYIJ3Y0MY9" ,  10 ,  "Golden Palace" ),
( "LJJHRYONOI" ,  1 ,  "Mystic Oasis" ),
( "SBUH4GDL0Y" ,  7 ,  "Treasure Cove" ),
( "9I198BUWIV" ,  8 ,  "Fortune Plaza" ),
( "KOKT19C5FP" ,  2 ,  "Treasure Cove" ),
( "DWM71OBO3A" ,  6 ,  "Vegas Mirage" ),
( "XREZJHEUHH" ,  3 ,  "Rainbow Resort" ),
( "ROT3GNEQJB" ,  2 ,  "Royal Dice" ),
( "5BW61YJ8SU" ,  8 ,  "Jade Palace" ),
( "UYPDV7WRYO" ,  10 ,  "Neon Dreams" ),
( "0G7RKV5A18" ,  7 ,  "Crystal Peak" ),
( "5IWUP97CBN" ,  3 ,  "Rainbow Resort" ),
( "A47ZR6HEHC" ,  9 ,  "Royal Dice" ),
( "Z994CT08SV" ,  1 ,  "Sapphire Sky" ),
( "YL4UFEP53D" ,  6 ,  "Mystic Mirage" ),
( "RMTY2IRPV6" ,  5 ,  "Lucky Spin Casino" ),
( "BAETJC8TCT" ,  7 ,  "Mystic Mirage" ),
( "8S21MNX72S" ,  1 ,  "Diamond Edge" ),
( "AYJK4J9NRU" ,  1 ,  "Mystic Oasis" ),
( "NIKQ76E2EC" ,  9 ,  "Treasure Cove" ),
( "40IPKNTEAS" ,  2 ,  "Mystic Mirage" ),
( "P06O54QCBS" ,  10 ,  "Lucky Spin Casino" ),
( "QDAEHXN1JT" ,  1 ,  "Crystal Cove" ),
( "TCBV1L8OTU" ,  7 ,  "Lucky Star" ),
( "F84XOHWKPR" ,  5 ,  "Wild West" ),
( "T9IUT5MOQQ" ,  8 ,  "Golden Gate" ),
( "Y39P9VMPVM" ,  5 ,  "Diamond Edge" ),
( "ZUHQQLPSOG" ,  10 ,  "Ocean Jewel" ),
( "XKJP3V5HLN" ,  4 ,  "Ocean Jewel" ),
( "YURTT0E1GI" ,  10 ,  "Golden Gate" ),
( "20C9F8ESBZ" ,  7 ,  "Moonlit Cove" ),
( "1IOD4Y64AC" ,  9 ,  "Lucky Star" ),
( "1W86RXXT1U" ,  10 ,  "Crystal Casino" ),
( "4YJ0B74HNN" ,  6 ,  "Crimson Casino" ),
( "BJ3OWF5K1H" ,  3 ,  "Skyline Gaming" ),
( "3MBIM3CGUQ" ,  9 ,  "Silver Stream" ),
( "O0O2TMRRAK" ,  2 ,  "Emerald Isle" ),
( "B2RQCS6SEI" ,  3 ,  "Crown Jewel" ),
( "XWZRF6TFO8" ,  10 ,  "Ocean Jewel" ),
( "45DI7S78ET" ,  5 ,  "Desert Oasis" ),
( "QNU1SC16HZ" ,  8 ,  "Silver Sands" ),
( "E3P4JEIIBK" ,  3 ,  "Crown Jewel" ),
( "YI20AM2C3C" ,  2 ,  "Royal Dice" ),
( "MPIYKFWLLO" ,  1 ,  "Crystal Cove" ),
( "RT9RC60YBQ" ,  5 ,  "Sunset Sands" ),
( "I2P2LYK2MC" ,  6 ,  "Golden Arrow" ),
( "LFV84KZY47" ,  3 ,  "Wild West" ),
( "NBW0SEP5IT" ,  4 ,  "Dreamland Casino" ),
( "9WNU51ZHX4" ,  6 ,  "Crystal Cove" ),
( "NXM3ENI5TY" ,  5 ,  "Crimson Casino" ),
( "PSDJQ0IRIQ" ,  2 ,  "Lucky Star" ),
( "N3GZT9HPZV" ,  1 ,  "Palm Grove" ),
( "2JQI0KB5O3" ,  7 ,  "Sunrise Casino" ),
( "3NH3HATYVJ" ,  3 ,  "Lucky Clover" ),
( "TVQG89YMS9" ,  5 ,  "Skyline Gaming" ),
( "61FDVJDHEL" ,  10 ,  "Desert Oasis" );



INSERT INTO Poker(ID_Gioco, Limite_Tavolo) VALUES 
( "EMB7SMHBOM" ,  12 ),
( "64O7PUQY9I" ,  10 ),
( "6SNM6LCIKS" ,  11 ),
( "UJ6E2AV08B" ,  9 ),
( "OYEYCT9X6H" ,  7 ),
( "WD3GQ4TMLY" ,  8 ),
( "IAHFIFJ94T" ,  11 ),
( "W7KFBK7SY8" ,  9 ),
( "AXUCJO3C7N" ,  11 ),
( "3VZT380D09" ,  12 ),
( "ETDAMFBVCZ" ,  9 ),
( "XGLNJULDO4" ,  10 ),
( "KAF67EQZMN" ,  7 ),
( "O6EACZH93K" ,  12 ),
( "NBG2GGBH0O" ,  8 ),
( "UFEYMU1WA6" ,  6 ),
( "P2TNE21UA7" ,  7 ),
( "NVQEB4VXXH" ,  10 ),
( "SYJSWPRHZX" ,  9 ),
( "YW3PTXWEQ7" ,  8 ),
( "RB0KK1C4L7" ,  11 ),
( "BDACO0KA0Z" ,  6 ),
( "R0WH9ZFG47" ,  11 ),
( "WHFDQNZW4W" ,  9 ),
( "39OQ3PAPHX" ,  10 ),
( "M4FQ0XUV0Y" ,  7 ),
( "KEO1UXV5OR" ,  7 ),
( "HJ8MZT3X4L" ,  12 ),
( "EDS69E677P" ,  12 ),
( "W2NVX3ZRYX" ,  6 ),
( "APB2VSZFFM" ,  6 ),
( "0I7XQOUWBR" ,  11 ),
( "FSGP4G9O4F" ,  7 ),
( "9JT1XP2MJB" ,  7 ),
( "GJK64F5FH7" ,  6 ),
( "AN0SHK0ERY" ,  7 ),
( "MLD16Z2KUB" ,  12 ),
( "9HQC8YL0W7" ,  8 ),
( "KT3ALOO0Y1" ,  11 ),
( "972I81BSW5" ,  7 ),
( "ESRP59O1UE" ,  9 ),
( "7XLBL7IVUU" ,  12 ),
( "20YDULNZM4" ,  10 ),
( "SRFTJ9QSFM" ,  10 ),
( "11G5I0JAXR" ,  9 ),
( "QXI64NIXQ0" ,  7 ),
( "38TJNRE5AB" ,  6 ),
( "ZE4MKYLFQY" ,  12 ),
( "FR9HGKKU8W" ,  12 ),
( "FVYSQTQJAD" ,  11 ),
( "UDHNW16CZ9" ,  12 ),
( "C3S0PXDH18" ,  11 ),
( "0ZQLQO6NTS" ,  12 ),
( "VRFNEIKNAD" ,  8 ),
( "CP2WE95QVJ" ,  6 ),
( "XJOYZKSQR4" ,  11 ),
( "HV70YIURD0" ,  6 ),
( "6KK9MELU1Q" ,  7 ),
( "M8MO2RSTN1" ,  8 ),
( "PXPJSH6DIP" ,  12 ),
( "8PQC1Z5YOU" ,  10 ),
( "CRKG66YK4F" ,  7 ),
( "2R5X8JS8HF" ,  8 ),
( "5H427UH4RR" ,  6 ),
( "B4F5OI5078" ,  8 ),
( "EHV2ZWIIII" ,  8 ),
( "I1BLZCTA7W" ,  12 ),
( "AIMBND1C42" ,  9 ),
( "UAARVAK5T8" ,  8 ),
( "41U3HBXGLE" ,  7 );



INSERT INTO BlackJack(ID_Gioco, Numero_Mazzi, Limite_Tavolo) VALUES 
( "6C4YESNPWO" ,  2, 4),
( "M99FCHUCYU" ,  2, 5),
